-19.5 1695 3.284365e-11
-19.5 1705 3.284365e-11
-19.5 1715 3.284365e-11
-19.5 1725 3.284365e-11
-19.5 1735 3.284365e-11
-19.5 1745 3.284365e-11
-19.5 1755 3.284365e-11
-19.5 1765 3.284365e-11
-19.5 1775 3.284365e-11
-19.5 1785 3.284365e-11
-19.5 1795 3.284365e-11
-19.5 1805 3.284365e-11
-19.5 1815 3.284365e-11
-19.5 1825 3.284365e-11
-19.5 1835 3.284365e-11
-19.5 1845 3.284365e-11
-19.5 1855 3.284365e-11
-19.5 1865 3.284365e-11
-19.5 1875 3.284365e-11
-19.5 1885 3.284365e-11
-19.5 1895 3.284365e-11
-19.5 1905 3.284365e-11
-19.5 1915 3.284365e-11
-19.5 1925 3.284365e-11
-19.5 1935 3.284365e-11
-19.5 1945 3.284365e-11
-19.5 1955 3.284365e-11
-19.5 1965 3.284365e-11
-19.5 1975 3.284365e-11
-19.5 1985 3.284365e-11
-19.5 1995 3.284365e-11
-19.5 2005 3.284365e-11
-19.5 2015 2.672627e-09
-19.5 2025 2.071717e-08
-19.5 2035 7.995299e-08
-19.5 2045 2.194824e-07
-19.5 2055 4.920197e-07
-19.5 2065 9.641892e-07
-19.5 2075 1.621363e-06
-19.5 2085 2.262227e-06
-19.5 2095 2.797085e-06
-19.5 2105 3.164591e-06
-19.5 2115 3.328751e-06
-19.5 2125 3.279495e-06
-19.5 2135 3.03975e-06
-19.5 2145 2.792145e-06
-19.5 2155 2.593401e-06
-19.5 2165 2.430328e-06
-19.5 2175 2.295807e-06
-19.5 2185 2.188921e-06
-19.5 2195 2.115088e-06
-19.5 2205 2.077767e-06
-19.5 2215 2.056444e-06
-19.5 2225 2.039208e-06
-19.5 2235 2.020042e-06
-19.5 2245 1.998319e-06
-19.5 2255 1.97892e-06
-19.5 2265 1.971325e-06
-19.5 2275 1.968912e-06
-19.5 2285 1.957887e-06
-19.5 2295 1.930853e-06
-19.5 2305 1.88559e-06
-19.5 2315 1.825168e-06
-19.5 2325 1.758047e-06
-19.5 2335 1.697096e-06
-19.5 2345 1.638652e-06
-19.5 2355 1.574677e-06
-19.5 2365 1.502014e-06
-19.5 2375 1.422489e-06
-19.5 2385 1.343007e-06
-19.5 2395 1.276167e-06
-19.5 2405 1.223622e-06
-19.5 2415 1.176277e-06
-19.5 2425 1.129779e-06
-19.5 2435 1.084903e-06
-19.5 2445 1.047646e-06
-19.5 2455 1.022466e-06
-19.5 2465 9.853296e-07
-19.5 2475 9.252707e-07
-19.5 2485 8.401417e-07
-19.5 2495 7.348295e-07
-19.5 2505 6.213838e-07
-19.5 2515 5.212644e-07
-19.5 2525 4.529828e-07
-19.5 2535 4.024816e-07
-19.5 2545 3.604223e-07
-19.5 2555 3.263046e-07
-19.5 2565 3.086218e-07
-19.5 2575 3.211576e-07
-19.5 2585 3.443878e-07
-19.5 2595 3.553804e-07
-19.5 2605 3.454772e-07
-19.5 2615 3.187676e-07
-19.5 2625 2.923046e-07
-19.5 2635 2.934971e-07
-19.5 2645 3.162389e-07
-19.5 2655 3.317418e-07
-19.5 2665 3.263213e-07
-19.5 2675 3.026376e-07
-19.5 2685 2.79961e-07
-19.5 2695 2.897879e-07
-19.5 2705 3.212084e-07
-19.5 2715 3.404191e-07
-19.5 2725 3.312397e-07
-19.5 2735 2.961601e-07
-19.5 2745 2.566311e-07
-19.5 2755 2.483558e-07
-19.5 2765 2.635669e-07
-19.5 2775 2.716443e-07
-19.5 2785 2.588967e-07
-19.5 2795 2.294302e-07
-19.5 2805 2.054123e-07
-19.5 2815 2.16317e-07
-19.5 2825 2.442201e-07
-19.5 2835 2.631336e-07
-19.5 2845 2.617002e-07
-19.5 2855 2.43421e-07
