-19.5 1650 1.000813
-19.5 1750 1.000813
-19.5 1850 1.000813
-19.5 1950 1.000813
-19.5 2050 1.000813
-19.5 2150 1.000813
-19.5 2250 1.000813
-19.5 2350 1.000813
-19.5 2450 1.000813
-19.5 2550 1.000813
-19.5 2650 1.000813
-19.5 2750 2.239232
-19.5 2850 4.093725
-19.5 2950 5.93086
-19.5 3050 7.395331
-19.5 3150 7.808399
-19.5 3250 8.723174
-19.5 3350 7.361306
-19.5 3450 6.609367
-19.5 3550 9.107673
-19.5 3650 10.34455
-19.5 3750 15.58393
-19.5 3850 17.0142
-19.5 3950 17.33308
-19.5 4050 18.38543
-19.5 4150 17.57356
-19.5 4250 16.00392
-19.5 4350 15.82576
-19.5 4450 15.64181
-19.5 4550 17.16187
-19.5 4650 19.83463
-19.5 4750 16.4633
-19.5 4850 19.02885
-19.5 4950 11.34075
-19.5 5050 14.41224
-19.5 5150 17.13759
-19.5 5250 14.8812
-19.5 5350 14.77692
-19.5 5450 18.32435
-19.5 5550 17.36658
-19.5 5650 15.65416
-19.5 5750 15.75668
-19.5 5850 13.57364
-19.5 5950 15.19153
-19.5 6050 13.96481
-19.5 6150 16.27929
-19.5 6250 13.14366
-19.5 6350 11.03253
-19.5 6450 15.65519
-19.5 6550 13.53884
-19.5 6650 9.535524
-19.5 6750 10.63195
-19.5 6850 15.62319
-19.5 6950 16.32066
-19.5 7050 20.22154
-19.5 7150 21.18793
-19.5 7250 17.53239
-19.5 7350 18.58971
-19.5 7450 21.23289
-19.5 7550 20.52236
-19.5 7650 5.162111
-19.5 7750 24.44832
-19.5 7850 36.73588
-19.5 7950 32.0048
-19.5 8050 1.000813
-19.5 8150 1.000813
-19.5 8250 16.99898
-19.5 8350 1.362365
-19.5 8450 1.12133
-19.5 8550 1.00081
-19.5 8650 1.000805
-19.5 8750 1.0008
-19.5 8850 1.000796
-19.5 8950 1.000791
-19.5 9050 1.000786
-19.5 9150 1.000781
-19.5 9250 1.000776
-19.5 9350 1.000771
-19.5 9450 1.000766
-19.5 9550 1.000761
-19.5 9650 1.000756
-19.5 9750 1.000751
-19.5 9850 1.000746
-19.5 9950 1.000741
-19.5 10050 1.000736
-19.5 10150 1.000731
-19.5 10250 1.000727
-19.5 10350 1.000722
-19.5 10450 1.000717
-19.5 10550 1.000712
-19.5 10650 1.000707
-19.5 10750 1.000702
-19.5 10850 1.000697
-19.5 10950 1.000692
-19.5 11050 1.000687
-19.5 11150 1.000682
-19.5 11250 1.000677
-19.5 11350 1.000672
-19.5 11450 1.000667
-19.5 11550 1.000663
